favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str
130168,Twitter for iPhone,African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a… https://t.co/1SJ1vHcqfI,,False,Mon Jan 08 14:20:25 +0000 2018,33744,950371619247153154
96748,Twitter for iPhone,"Good news, House just passed #KatesLaw. Hopefully Senate will follow.",,False,Thu Jun 29 21:37:02 +0000 2017,21982,880540637358981120
96693,Twitter for iPhone,Today we remember the courage and bravery of our troops that stormed the beaches of Normandy 73 years ago. #DDay… https://t.co/zhR24dMzYB,,False,Tue Jun 06 17:47:33 +0000 2017,25689,872147965451882496
68139,Media Studio,"Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks:… https://t.co/1plwmP1SX9",,False,Fri Dec 22 20:47:43 +0000 2017,15454,944308491887316992
56617,Twitter for iPhone,Departing for Long Island now. An area under siege from #MS13 gang members. We will not rest until #MS13 is eradica… https://t.co/XXopBjrADI,,False,Fri Jul 28 16:24:30 +0000 2017,13071,890971233159962624
61615,Twitter for iPhone,"Alaska, Arizona, Maine and Kentucky are big winners in the Healthcare proposal. 7 years of Repeal &amp; Replace and some Senators not there.",,False,Sun Sep 24 22:21:43 +0000 2017,12040,912079629648883712
87742,Twitter for Android,"..Ryan died on a winning mission ( according to General Mattis), not a ""failure."" Time for the U.S. to get smart and start winning again!",,False,Thu Feb 09 13:52:31 +0000 2017,14249,829689436279603206
42273,Twitter for iPhone,"Today, it was my pleasure and great honor to announce my nomination of Jerome Powell to be the next Chairman of the… https://t.co/32kLFYbbuq",,False,Thu Nov 02 22:35:43 +0000 2017,9024,926216279287042048
62545,Twitter for iPhone,"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle… https://t.co/XelKHx4Ibo",,False,Thu Dec 07 21:10:28 +0000 2017,13318,938878398608433152
74792,Twitter for iPhone,"Today, in the center of this great Chamber lies Billy Graham – an Ambassador for Christ who reminded the world of t… https://t.co/1pVcsV0cam",,False,Wed Feb 28 17:10:22 +0000 2018,17453,968896168230051850
92116,Twitter for iPhone,MAKING AMERICA GREAT AGAIN! https://t.co/iONbr1DkVk,,False,Fri Jan 05 00:11:26 +0000 2018,21714,949070800417640454
135703,Twitter for iPhone,"Never said anything derogatory about Haitians other than Haiti is, obviously, a very poor and troubled country. Nev… https://t.co/HivKR2wF8g",,False,Fri Jan 12 13:48:49 +0000 2018,35113,951813216291708928
83654,Twitter for iPhone,I will be making a major statement from the @WhiteHouse upon my return to D.C. Time and date to be set.,,False,Tue Nov 14 06:23:12 +0000 2017,18955,930320191699017730
50612,Twitter for iPhone,"On behalf of all Americans, I want to wish Jewish families many blessings in the New Year. https://t.co/m4VWxYvONx https://t.co/iYG1G8GaLN",,False,Wed Sep 20 22:29:44 +0000 2017,11522,910632095088889857
78680,Twitter for iPhone,"Today, my thoughts and prayers are with the entire Bush family. In memory of First Lady Barbara Bush, there is a re… https://t.co/Ryu60C8jI3",,False,Sat Apr 21 15:45:24 +0000 2018,13089,987718953886679047
71121,Twitter for iPhone,Great day for Tax Cuts and the Republican Party. But the biggest Winner will be our great Country!,,False,Wed Nov 29 03:35:27 +0000 2017,12798,935713791765110785
79092,Twitter for iPhone,"I heard poorly rated @Morning_Joe speaks badly of me (don't watch anymore). Then how come low I.Q. Crazy Mika, along with Psycho Joe, came..",,False,Thu Jun 29 12:52:17 +0000 2017,20542,880408582310776832
109957,Twitter for iPhone,"The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandat… https://t.co/KgKnGzK6md",,False,Sun Dec 24 20:35:26 +0000 2017,22392,945030174290186241
94884,Twitter for iPhone,"...they do NOTHING for us with North Korea, just talk. We will no longer allow this to continue. China could easily solve this problem!",,False,Sat Jul 29 23:35:13 +0000 2017,22941,891442016294494209
88725,Twitter for iPhone,I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.,,False,Fri Jan 06 16:51:37 +0000 2017,24866,817413321058029568
120111,Twitter for iPhone,"DACA is probably dead because the Democrats don’t really want it, they just want to talk and take desperately neede… https://t.co/gZRLa3KopW",,False,Sun Jan 14 13:09:09 +0000 2018,26920,952528011869478912
168639,Twitter for iPhone,"NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people, badly injured 12. SHOULD GET DEATH PENALTY!",,False,Thu Nov 02 03:43:18 +0000 2017,41236,925931294705545216
66762,Twitter for iPhone,Things are looking great for Karen H!,,False,Wed Jun 21 02:21:36 +0000 2017,9655,877350761742688256
